StationName,StationCode,TargetLatitude,TargetLongitude
Battle Creek at Jellys Ferry Road,508BATJFR,40.39198,-122.17859
Baxter at Booker,203BAX030,37.91828,-122.32587
"BAY#202.2_SL-Crissy Field, San Francisco",BAY#202.2_SL,37.8057,-122.457
"BAY#202.4_SL-Crissy Field, San Francisco",BAY#202.4_SL,37.8063,-122.451
"BAY#202.5_SL-Crissy Field, San Francisco",BAY#202.5_SL,37.8072,-122.469
"BAY#210.1_SL-Aquatic Park, San Francisco",BAY#210.1_SL,37.809,-122.421
"BAY#211_SL-Aquatic Park, San Francisco",BAY#211_SL,37.8069,-122.423
"BAY#300.1_SL-Candlestick Point, San Francisco",BAY#300.1_SL,37.7098,-122.387
"BAY#301.1_SL-Candlestick Point, San Francisco",BAY#301.1_SL,37.7092,-122.382
"BAY#301.2_SL-Candlestick Point, San Francisco",BAY#301.2_SL,37.7115,-122.38
BAY0O_B03,B03_BAY0O,32.62954,-117.1084
BAY0SH_B03,B03_BAY0SH,32.62949,-117.1086
BAY100LO_B03,B03_BAY100LO,32.62904,-117.1094
BAY100LSH_B03,B03_BAY100LSH,32.62927,-117.1084
BAY150LO_B03,B03_BAY150LO,32.6281,-117.10862
BAY150LSH_B03,B03_BAY150LSH,32.62838,-117.1079
BAY25LO_B03,B03_BAY25LO,32.62941,-117.1095
BAY25LSH_B03,B03_BAY25LSH,32.62945,-117.1085
BAY50LO_B03,B03_BAY50LO,32.6288,-117.10911
BAY50LSH_B03,B03_BAY50LSH,32.62907,-117.10839
BAYMZO_B03,B03_BAYMZO,32.62954,-117.1084
BAYMZSH_B03,B03_BAYMZSH,32.62949,-117.1086
"Baywood Pier, shoreline",310BAY,35.32678498,-120.841436
BC 0M_B03,B03_BC 0M,33.96305,-118.45337
BC 5280U_B03,B03_BC 5280U,33.98671,-118.41577
BC MAR_B03,B03_BC MAR,33.96159,-118.46114
"BC-010-Baja California, MEXICO, San Diego",BC-010,-88,-88
"BC-020-Baja California, MEXICO, San Diego",BC-020,-88,-88
"BC-030-Baja California, MEXICO, San Diego",BC-030,32.5284,-117.126
BC225L_B03,B03_BC225L,33.95987,-118.4548
BC225R_B03,B03_BC225R,33.96569,-118.4599
BC25L_B03,B03_BC25L,33.96103,-118.4562
BC25R_B03,B03_BC25R,33.96404,-118.4597
BC75L_B03,B03_BC75L,33.96072,-118.4559
BC75R_B03,B03_BC75R,33.96451,-118.4598
BCCENT_B03,B03_BCCENT,33.96159,-118.4568
BCPAC_B03,B03_BCPAC,33.96107,-118.4579
BCS 225L_B03,B03_BCS 225L,33.96005,-118.45402
BCS 225R_B03,B03_BCS 225R,33.96611,-118.45969
BCS 530L_B03,B03_BCS 530L,33.95803,-118.45237
BCS 530R_B03,B03_BCS 530R,33.96849,-118.46051
BCS 700L_B03,B03_BCS 700L,33.95654,-118.45148
BCS 75L_B03,B03_BCS 75L,33.96084,-118.45512
BCS 75R_B03,B03_BCS 75R,33.96452,-118.45972
BCS225LO_B03,B03_BCS225LO,33.95959,-118.4551
BCS225RO_B03,B03_BCS225RO,33.96564,-118.4603
BCS25LO_B03,B03_BCS25LO,33.96085,-118.4566
BCS25RO_B03,B03_BCS25RO,33.96397,-118.46
BCS75LO_B03,B03_BCS75LO,33.96053,-118.4562
BCSH 225L_B03,B03_BCSH 225L,33.96005,-118.45402
BCSH 225R_B03,B03_BCSH 225R,33.96611,-118.45969
BCSH 500L_B03,B03_BCSH 500L,33.95817,-118.45297
BCSH 500R_B03,B03_BCSH 500R,33.96613,-118.46057
BCSH 530L_B03,B03_BCSH 530L,33.95803,-118.45237
BCSH 530R_B03,B03_BCSH 530R,33.96849,-118.46051
BCSH 700L_B03,B03_BCSH 700L,33.95654,-118.45148
BCSH 75L_B03,B03_BCSH 75L,33.96084,-118.45512
BCSH 75R_B03,B03_BCSH 75R,33.96452,-118.45972
"BDP07-Dana Point Harbor, Orange",BDP07,33.4595,-117.691
"BDP08-Dana Point Harbor, Orange",BDP08,33.4613,-117.706
"BDP12-Dana Point Harbor, Orange",BDP12,33.4622,-117.705
"BDP13-Dana Point Harbor, Orange",BDP13,33.4623,-117.704
"BDP14-Dana Point Harbor, Orange",BDP14,33.4625,-117.704
"BDP15-Dana Point Harbor, Orange",BDP15,33.4623,-117.705
"BDP16-Dana Point Harbor, Orange",BDP16,33.4617,-117.706
"BDP17-Dana Point Harbor, Orange",BDP17,33.462,-117.704
Beach Road Ditch at Palm Beach,305-BEACH-21,36.87305,-121.81731
"Bean Hollow State Beach-Bean Hollow State Beach, San Mateo",Bean Hollow State Beach,37.2255,-122.409
Bear Creek at Elks Park,304BEP,37.12790698,-122.120551
Bear Creek at Lower Sacramento Road,531SJC515,38.042778,-121.32139
Bear Creek at Parkville Road,508BERPRK,40.44813,-122.19724
Bear Creek below Alpine Meadows Road,MTRBEAR01,39.18403,-120.20995
Bear Creek near Bert Crane Road,535MER007,37.25555556,-120.6519444
"Bear Creek, lower (moraine)",635BER001,39.18996,-120.19825
Bear Gulch Creek at south fork confluence near Bear Creek Bridge,202-BEARG-11,37.19524,-122.29608
Bear near mouth,MTRBEAR00,39.19028,-120.19764
Bear River near Mouth,515SUT005,38.95124,-121.5608
Bell Ck on Bacara Resort Access Road,315BEL,34.43247998,-119.91164
Bell Creek above Crabtree trailhead,BM9-UCD-Tate,38.178636,-119.905988
Bell Creek above Middle Bell gathering pasture,BM7-UCD-Tate,38.165828,-119.938741
Bell Creek at Lower Round Mdw,BM3-UCD-Tate,38.15819764,-119.9563829
Bell Creek at Lower Round Meadow,BC_LRM,38.158022,-119.95704
Bell Creek at Middle Bell Meadow,BC_MBM,38.165167,-119.941263
Bell Creek at Middle Bell Meadow lower site below fence,BC_MBM_L,38.165131,-119.941615
Bell Creek at San Miguel Open Space,GVWBL2,34.4392,-119.90573
Bell Creek Below Lower Round Mdw,BM4-UCD-Tate,38.15793387,-119.9566818
Bell Creek below Middle Bell gathering pasture,BM8-UCD-Tate,38.165296,-119.941061
Bell Creek below Pine Valley horse Camp,BM10-UCD-Tate,38.169843,-119.917053
Bell Creek Lagoon,GVWBL1,34.42947,-119.91286
Bell Creek tributary above Gianelli trailhead,BM11-UCD-Tate,38.198713,-119.882893
Bell Creek tributary below Gianelli trailhead,BM12-UCD-Tate,38.19718,-119.883279
Belmont Creek at Twin Pines Park-204BEL160,204BEL160,37.51618,-122.27904
Below Boggy Meadow,JR8-UCD-Tate,37.9882203,-119.964147
Berry Creek downstream of parcel 108-060-02,WQ-28,39.441603,-123.328692
Berry Creek upstream of Category I riparian creation on parcel 108-070-09,WQ-26,39.431821,-123.328498
"BGCD-Newport Beach, Orange",BGCD,33.59,-117.868
"BGCU-Newport Beach, Orange",BGCU,33.59,-117.868
"BHH04-Huntington Harbour, Orange",BHH04,33.7172,-118.069
"BHH05-Huntington Harbour, Orange",BHH05,33.7118,-118.082
"BHH06-Huntington Harbour, Orange",BHH06,33.7248,-118.056
"BHH08-Huntington Harbour, Orange",BHH08,33.6958,-118.046
"BHH09-Huntington Harbour, Orange",BHH09,33.7288,-118.065
"BHH11-Huntington Harbour, Orange",BHH11,33.7208,-118.071
"BHH12-Huntington Harbour, Orange",BHH12,33.7262,-118.066
"BHH13-Huntington Harbour, Orange",BHH13,33.7197,-118.065
"BHH15-Huntington Harbour, Orange",BHH15,33.7263,-118.072
"BHH16-Huntington Harbour, Orange",BHH16,33.7162,-118.064
"Bidwell Cr, below Mill Cr nr Fort Bidwell",641BID001,41.88246,-120.17444
Big Chico Creek @ Rose Ave,504BCHROS,39.72716,-121.86308
Big Chico Creek at Bidwell Park,520BUT901,39.729,-121.70528
Big Creek - Reference Site Receiving Water,303BIG030-REF,36.07,-121.6
Big Creek at Highway 1,308BGC,36.07090898,-121.598071
Big Creek at Hwy 1 MBNMS,308-BIGCR-31,36.07139967,-121.599257
Big Grizzly Creek above holding field,GC6-UCD-Tate,39.9284268,-120.5957021
Big Grizzly Creek below exclosure,GV13-UCD-Tate,39.93238914,-120.5555903
Big Grizzly Creek below holding field,GV17-UCD-Tate,39.92752074,-120.5885144
Big Grizzly Creek in exclosure at 24N10,GV14-UCD-Tate,39.92710189,-120.576641
Big Grizzly Creek near the top of the drainage PFC,GC7-UCD-Tate,39.93135978,-120.6221504
Big Pine Creek at base of Glacier Lodge Road switchbacks,BIG.40,37.13282374,-118.3348981
Big Pine Creek downstream of Hwy 395,BIG.70,37.16485947,-118.2884902
"Big River-Big River-Mendocino Bay Headlands SP, Mendocino",Big River,39.3025,-123.794
Big Sur River - Reference Site Receiving Water,303BIG010-REF,36.2807,-121.858
Big Sur River at Andrew Molera foot bridge,308BSR,36.28659298,-121.843048
Big Sur River at Andrew Molera Park,308-BIGSU-31,36.28723226,-121.8444312
Big Sur River at Peiffer Big Sur State Park USGS gauge,308BSU,36.24579398,-121.772225
Big Sur River near Whaling Bridge at Julia Pfifer State Park,308-BIGSU-32,36.26628493,-121.7952329
Bight station 4050,405LA4050,33.72416,-118.26216
Bight station 4098,405LA4098,33.7442,-118.16867
Bight station 4114,405LA4114,33.70423,-118.268
Bight station 4146,405LA4146,33.74555,-118.21575
Bight station 4162,405LA4162,33.73118,-118.19192
Bight station 4178,405LA4178,33.71205,-118.25789
Bight station 4210,405LA4210,33.75274,-118.21773
Bight station 4226,405LA4226,33.75084,-118.15943
Bight station 4242,405LA4242,33.72421,-118.22423
Bight station 4266,405LA4266,33.76623,-118.27732
Bight station 4274,405LA4274,33.72857,-118.15722
Bight station 4306,405LA4306,33.73834,-118.23341
Bight station 4338,405LA4338,33.76249,-118.20776
Bight station 4354,405LA4354,33.74866,-118.19867
Bight station 4370,405LA4370,33.73168,-118.20415
Bight station 4400,405LA4400,33.7222,-118.21169
Bight station 4408,405LA4408,33.75507,-118.16386
Bight station 4464,405LA4464,33.73623,-118.27529
Bight station 4472,405LA4472,33.73146,-118.16341
Bight station 4488,405LA4488,33.7258,-118.18118
Bight station 4504,405LA4504,33.73835,-118.2403
Bight station 4568,405LA4568,33.74922,-118.24419
Bight station 4616,405LA4616,33.74006,-118.18427
Bight station 4632,405LA4632,33.70978,-118.25519
Bight station 4656,405LA4656,33.73586,-118.2196
Bight station 4720,405LA4720,33.70971,-118.27847
Bight station 4744,405LA4744,33.73835,-118.1774
Bight station 4760,405LA4760,33.71542,-118.25265
Bight station 4784,405LA4784,33.75972,-118.27593
Bight station 4792,405LA4792,33.72405,-118.15078
Birch Creek immediately above Birch Creek Road culvert,BIR.50,37.06744128,-118.2640881
"Bird Sanctuary-Crown Beach (Alameda Co), East Bay Parks District",Crown Bird Sanctuary,37.754,-122.251
Bishop Canal immediately upstream of confluence with North Fork Bishop Creek,BIS.53,37.38023408,-118.4048743
Bishop Cr Canal above South Fork Bishop Creek,603BSP003,37.36788,-118.38618
Bishop Cr Canal at East Line St,603BSP002,37.36156,-118.38606
Bishop Creek at diversion structure at end of Otey Road,BIS.15,37.3543,-118.4584
Bishop Creek at National Forest Boundary,603BSP111,37.3303,-118.49583
Bishop Creek B-1 Drain immediately before confluence with North Fork Bishop Creek,603BSPB23,37.37998867,-118.4049114
Bishop Creek-North Fork 35 m above confluence with Bishop Canal,603BSPB22,37.38006923,-118.4049581
Bishop Creek-North Fork immediately above Brockman Lane,603BSPB60,37.3686193,-118.4322763
Bishop Creek-North Fork immediately above Hwy 395,603BSPB20,37.37568772,-118.4193113
Bishop Creek-North Fork immediately above Mumy Lane,603BSPB65,37.35874698,-118.4504026
Bishop Creek-North Fork immediately upstream of Hwy 6,BIS.55,37.3805,-118.3955
Bishop Creek-North Indian Ditch below Barlow Lane,BIS.90,37.35389732,-118.4228624
Bishop Creek-South Fork 190 m S of end of Sierra Street,603BSP011,37.36866006,-118.4048356
Bishop Creek-South Fork below See-Vee Lane,BIS.40,37.36865248,-118.4132155
Bishop Creek-South Fork immediately above Brockman Lane,603BSPB50,37.36401427,-118.4318426
Bishop Creek-South Fork immediately above Mumy Lane,603BSPB55,37.35806021,-118.4504125
Bishop Creek-South Fork immediately upstream of confluence with Bishop Canal,BIS.60,37.36784229,-118.3863003
"Black Point-Black Point Regional Park Beach, Sonoma",Black Point,38.6835,-123.432
Blackwood Creek abv Hwy 89,634BLKB10,39.10725,120.16143
Blackwood Creek below Hwy 89,634BLKB05,39.10739,-120.16102
Blakeless Creek above confluence with Paradise Creek,GC2-UCD-Tate,39.94326448,-120.6564161
Blakeless Creek off County Road 112 above Key Area,GC4-UCD-Tate,39.94633443,-120.6412246
Blewett Drain at Highway 132,541XVH132,37.6399,-121.7799
Blewitt MWC Drain at Hwy 132,541STC531,37.64053,-121.22931
Blosser Channel below groundwater recharge ponds,312BCD,34.98642698,-120.45306
Blucher Creek at Lone Pine Road,114BL1999,38.36504,-122.78652
"BNB01-Newport Bay, Orange",BNB01,33.6058,-117.886
"BNB02-Newport Bay, Orange",BNB02,33.6087,-117.891
"BNB03-Newport Bay, Orange",BNB03,33.6083,-117.894
"BNB05-Newport Bay, Orange",BNB05,33.613,-117.908
"BNB07-Newport Bay, Orange",BNB07,33.615,-117.92
"BNB09-Newport Bay, Orange",BNB09,33.621,-117.937
"BNB10-Newport Bay, Orange",BNB10,33.6183,-117.935
"BNB11-Newport Bay, Orange",BNB11,33.6168,-117.931
"BNB12-Newport Bay, Orange",BNB12,33.615,-117.927
"BNB14-Newport Bay, Orange",BNB14,33.609,-117.926
"BNB15-Newport Bay, Orange",BNB15,33.6087,-117.921
"BNB17-Newport Bay, Orange",BNB17,33.6065,-117.913
"BNB18-Newport Bay, Orange",BNB18,33.6057,-117.904
"BNB20-Newport Bay, Orange",BNB20,33.6042,-117.893
"BNB21-Newport Bay, Orange",BNB21,33.6047,-117.888
"BNB22-Newport Bay, Orange",BNB22,33.5987,-117.883
"BNB23-Newport Bay, Orange",BNB23,33.5945,-117.878
"BNB24E-Newport Bay, Orange",BNB24E,33.6327,-117.892
"BNB24M-Newport Bay, Orange",BNB24M,33.6148,-117.894
"BNB24N-Newport Bay, Orange",BNB24N,33.6178,-117.892
"BNB24W-Newport Bay, Orange",BNB24W,33.6158,-117.895
"BNB25-Newport Bay, Orange",BNB25,33.898,-117.886
"BNB26-Newport Bay, Orange",BNB26,33.6395,-117.886
"BNB28-Newport Bay, Orange",BNB28,33.6255,-117.893
"BNB29-Newport Bay, Orange",BNB29,33.6132,-117.899
"BNB30-Newport Bay, Orange",BNB30,33.6168,-117.904
"BNB31-Newport Bay, Orange",BNB31,33.6065,-117.899
"BNB32-Newport Bay, Orange",BNB32,33.6093,-117.915
"BNB33-Newport Bay, Orange",BNB33,33.6028,-117.884
"BNB34-Newport Bay, Orange",BNB34,33.6057,-117.889
"BNB35-Newport Bay, Orange",BNB35,33.62,-117.929
"BNS01-Newport Slough, Orange",BNS01,33.6299,-117.951
"BNS02-Newport Slough, Orange",BNS02,33.6273,-117.947
Boggy Meadow below gathering meadow,JR7-UCD-Tate,37.98833739,-119.963725
"BOLINAS-Bolinas Beach, Marin",BOLINAS,37.9051,-122.683
Boulder Creek at Highway 9,304BH9,37.12665698,-122.121623
Boulder Gulch,554ISA020,35.66779,-118.4645
Bourland Creek downstream of Bourland Meadow,BOUC_BOM,38.10920712,-119.9124212
Box Canyon Dam (downstream at bank),BTQ-020,33.0885,-117.24475
Box Springs Channel at Tequesquite Avenue,US-BXSP,33.9759,-117.4027
Boyscout Bridge,RSC-010,32.84717,-117.23392
Bradley Canyon diversion channel @ Foxen Canyon Rd,312BCF,34.92321798,-120.354842
Bradley Channel above ponds at Magellan Drive,312BCU,34.97114798,-120.416586
Branciforte at DeLaveaga park,304-BRANC-22,37.00081,-122.00218
Branciforte Creek above confluence with San Lorenzo River,304-BRANC-21,36.974,-122.0213
Branciforte Creek at 4055 Branciforte Drive,304-BRANC-25,37.03567,-121.98524
Branciforte Creek at 434 Market Street,304-BRANC-23,36.9865,-122.013
Branciforte Creek at Happy Valley School,304-BRANC-24,37.035,-121.985
Branciforte Creek at Water Street,304BRA,36.98066398,-122.017268
Briceburg Beach near Bluff Creek Rd,537MAR204,37.604058,-119.968965
"Bridge near driving range, w. bank",BVC-015,33.18142,-117.32158
Briones 1,206SPA150,37.92611,-122.15889
Brockman Slough at Center Road,637BRKB02,40.39661,-120.58625
Brookhurst-Anaheim Efl #1,BrookhursProp84-EFL1,33.80928,-117.95868
Brookhurst-Anaheim Inf #2,BrookhursProp84-INF2,33.80776,-117.95865
Brookhurst-Anaheim Inf #3,BrookhursProp84-INF3,33.8088,-117.95869
Buchanan Park,207KIR110,38.00088,-121.88808
Buckey Creek 780 m W of Buckeye Creek-Robinson Creek confluence,BUC.08,38.276911,-119.2573595
Buckeye Ck above campground,BUC.02,38.2365,-119.3509
Buckeye Ck below hot springs,BUC.03,38.23886,-119.32517
Buckeye Creek above the campground,630BUCB01,38.234,-119.373
Buckeye Creek below Campground,630BUCB02,38.23877,-119.32513
Buena Vista Creek TWAS 1,BVC-TWAS-1,33.1809,-117.327
Bull Creek at Anderson Valley,BULC_AV,37.735869,-119.912805
Bull Meadow Creek upstream of FS Route 1N69,BULMC,37.893694,-120.057889
Bull meadows tributary above Shackleford Creek,SF13-UCD-Tate,41.53951593,-123.1090251
Bull Run,CHC2-UCD-Tate,38.249199,-119.963705
Bull Run above key grazing area,HC20-UCD-Tate,38.249161,-119.951516
Bullards Bar Reservoir at Dark Day Canyon,517YUB030,39.429169,-121.107258
Burney Creek,526T00034,41.00074,-121.63594
Burney Creek at Haynes Flat,526T0034D,40.85391,-121.72698
Burney Creek at South Long Valley,526T0034B,40.92748,-121.6492
Burney Creek in Burney,526T0034C,40.88285,-121.66816
Butano Creek at Pescadero Road,202-BUTAN-11,37.24958,-122.39597
Butano Falls,202BUT040,37.24195,-122.31719
Butano State Park,202BUT050,37.20607,-122.33483
Butte Creek at Honey Run Bridge,520BUT900,39.76221,-121.7923
Butte Creek below Western Canal Siphon,520BUT902,39.55569,-121.83652
Butte Slough @ Meridian,520BUTEMR,39.17007,-121.90046
Butte Slough at Pass Road,520XBTTSL,39.1873,-121.90847
C1 - Santa Rosa Creek down gradient of urban footprint,C1-SRC-D,38.445194,-122.776
"C1-Aliso County Beach, Orange",C1,33.5105,-117.753
C2 - Santa Rosa Creek up gradient of urban footprint,C2-SRC-U,38.4565,-122.6365
CA_16 C-61_Carlsbad,CA_16 C-61,33,-117
CA_17 D-37_Carlsbad,CA_17 D-37,33,-117
CA_19 C-1_Carlsbad,CA_19 C-1,33,-117
CA_1D-21_Carlsbad,CA_1D-21,33.18033,-117.3291
CA_21 C-14_Carlsbad,CA_21 C-14,33,-117
CA_27 D-17_Carlsbad,CA_27 D-17,33,-117
CA_29 B-44_Carlsbad,CA_29 B-44,33,-117
CA_35 C-11_Carlsbad,CA_35 C-11,33,-117
CA_35 C-51A_Carlsbad,CA_35 C-51A,33,-117
CA_37 A-70_Carlsbad,CA_37 A-70,33,-117
CA_42 C-92_Carlsbad,CA_42 C-92,33,-117
CA_45 G-13_Carlsbad,CA_45 G-13,33,-117
CA_48 D-24_Carlsbad,CA_48 D-24,33,-117
CA_55 A-62_Carlsbad,CA_55 A-62,33,-117
CA_9 B-38_Carlsbad,CA_9 B-38,33,-117
Cache Creek @ Hwy 113,511CAC113,38.72066,-121.7643
Cache Creek at Diversion Dam,511XCCCPY,38.7137,-122.0851
Cache Slough near Ryer Island Ferry-510ST0201,510ST0201,38.18995,-121.65931
Calaveras River @ Monte Vista Trailhead,533CAL008,38.14833333,-120.8255556
Calaveras River at Hwy 88,531SJC513,38.05139,-121.18778
Calaveritas Creek @ Hwy 49,533CAL002,38.16166667,-120.6486111
Calera Creek at Reina del Mar off Hwy 1,202-CALER-11,37.61321,-122.47888
Calera Creek near mouth,202-CALER-12,37.61427,-122.48818
Calloway Weir,558KER110,35.39945,-119.02661
Caltrans I-15 Runoff (I-15 RO),11-332,33.411997,-117.1609
Caltrans runoff from the SR-94 main lanes and 28th street ramps (28N-DS),11-341,32.7138,-117.1336
Caltrans runoff from the SR-94 main lanes and 28th street ramps (28N-US),11-340,32.7139,-117.133
Cameron Creek  Downstream,558CAMCC2,36.31693,-119.2246
Cameron Creek  Upstream,558CAMCC1,36.31693,-119.2246
Camp 9,554ISA070,35.693,-118.4435
Camp Cooley,205STE090,37.28038,-122.07334
Camp Creek at Happy Valley Cutoff,532ELD010,38.65841,-120.66211
Camp Evers Creek at Scotts Valley Treatment Plant,304-CAMPE-21,37.042453,-122.026575
"Campbell Cove-Campbell Cove State Beach, Sonoma",Campbell Cove,38.3049,-123.057
Campbell Lake tributary above Campbell Lake,SF16-UCD-Tate,41.53162639,-123.1080289
Campbell Lake tributary above inlet for Campbell Lake,QVIR_SF16,41.53205,-123.1075
Campbell Lake Tributary above Shackleford Creek,SF9-UCD-Tate,41.54363829,-123.0918631
Campbell lake tributary below Campbell lake,SF14-UCD-Tate,41.53891223,-123.0993013
Campbell Lake tributary below Campbell Lake; above confluence with unnamed tributary,QVIR_SF14,41.53941,-123.09877
Campbell lake tributary below Cliff Lake,SF17-UCD-Tate,41.52822782,-122.8890521
Canada de la Gaviota at Highway 1,315GAI,34.51001498,-120.227422
Canada de la Gaviota at State Park entrance,315GAV,34.47356098,-120.228426
Canada del Refugio above Highway 101,315RSB,34.46595498,-120.06772
Cantua Creek at Highway 33,551WWDCCH,36.4142,-120.3935
Cantua Creek at San Luis Canal,551WWDCCC,36.4432,-120.3025
Canyon School,204SLE190,37.82778,-122.16397
Capitola storm drain at Auto Plaza,304-CSD-03,36.982519,-121.959825
Capitola storm drain at Capitola Center,304-CSD-05,36.9806,-121.9578
Capitola storm drain at Capitola Pier,304-CSD-09,36.97128,-121.95378
Capitola storm drain at Monterey Avenue,304-CSD-08,36.97697,-121.95004
CAR006,5-303,36.5247,-121.925
CAR007B,5-304,36.5239,-121.925
CAR007B-ORW,5-305,36.5265,-121.925
Carbon Canyon Creek Lower,404SMB033,34.03822,-118.64921
Carbon Canyon Creek Upper,404SMB032,34.04106,-118.65192
"Carbonera Creek (trib to Branciforte Creek, Trib to San Lorenzo)",304-CARBO-21,36.98679,-122.01468
"Carbonera Creek at Civic Center Drive, Scotts Valley",304-CARBO-24,37.047684,-122.015913
"Carbonera Creek at Flora Lane, Scotts Valley",304-CARBO-23,37.037931,-122.020589
"Carbonera Creek behind 4900 Scotts Valley Dr, Scotts Valley",304-CARBO-25,37.051959,-122.012261
Cardiff Reef,SEL-010,33.01439,-117.28086
Carmel River @ Nason Rd Community Park,307CMN,36.39920698,-121.660468
Carmel River @ Schulte Rd,307CMD,36.52551898,-121.830566
Carmel River @ Schulte Road - upstream,307-CARME-366,36.525122,-121.831208
Carmel River at Cachuaga Community Center,307-CARME-31,36.39920698,-121.660468
Carmel River at Esquiline Road,307CMU,36.47435898,-121.727515
Carmel River at Garland Park,307-CARME-35,36.51032445,-121.7694175
Carmel River at Hacienda Carmel,307-CARME-37,36.53885808,-121.8802083
Carmel River at Highway 1,307CML,36.53637598,-121.911678
Carmel River at Hwy 1 MBNMS,307-CARME-38,36.53637598,-121.911678
Carmel River at Rosies Bridge,307-CARME-33,36.47435898,-121.727515
Carmel River at Schulte Road MBNMS,307-CARME-36,36.52545,-121.831448
Carmel River Mouth,307-CARME-39,36.53669615,-121.927902
Carmel Storm Drain along Rio Road at Ladera Drive,307-CASD-06,36.542522,-121.917741
Carmel Storm Drain at 4th Avenue and San Antonio Avenue,307-CASD-01,36.55676582,-121.9278048
Carmel Storm Drain at Santa Lucia and Scenic Road,307-CASD-05,36.54553823,-121.9295866
